"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"RGCC",15.00487,16.2714,33.8284,40.7009,27.1981,43.1363,18.22956,13.12623,28.81442,25.55605,19.77254,55.2401,29.88501
"RGS1",129.9913,163.9059,142.0716,187.968,182.2879,519.3043,32.43572,10.07518,16.99151,6.939042,4.124551,378.7196,266.2847
"RHAG",0,0,0,0,0,0.430247,0,0,0.567623,0,0.339587,0,0
"RHBDD3",20.17113,23.0352,11.28937,21.39468,25.8894,26.61328,12.93687,11.44111,22.15329,19.40532,16.05873,16.81309,9.14761
"RHBDF2",51.39777,62.28339,55.92853,71.23193,60.6127,46.03156,72.19663,58.91351,53.64351,56.55386,54.63542,75.98057,56.6571
"RHEX",30.68848,33.68131,44.72449,50.01117,57.1088,62.58157,88.73855,49.61332,81.92275,43.03869,77.26668,35.81671,65.44964
"RHOA",769.4255,827.8283,779.3749,784.3265,646.3345,765.8437,740.4877,675.1528,656.2436,763.186,754.7022,865.8263,535.7504
"RHOG",258.4787,210.5583,157.3878,199.3073,180.6051,281.9241,301.3275,308.5247,289.5996,341.7798,365.6063,379.6279,191.6364
"RHOH",120.8829,93.13697,99.79763,151.4951,164.2515,198.8834,115.2765,169.9955,145.3499,96.3352,139.0719,130.8999,190.3936
"RIF1",18.57732,18.68251,9.861438,18.82998,23.75267,24.31366,22.68364,32.28386,20.34536,21.78824,17.7572,19.36415,26.76735
"RIN3",45.27166,50.47141,57.2925,48.92095,45.33278,60.13418,47.65539,52.23319,54.47766,58.63915,53.89265,45.57102,67.26669
"RIOK3",123.9223,132.5149,105.3336,105.7169,105.663,140.0923,121.06,104.5133,127.5367,81.43006,124.913,155.2419,122.5555
"RIPK1",12.81412,9.66518,25.57748,8.55756,11.8211,11.02152,12.717,11.55069,16.06151,16.07675,17.28844,11.2544,10.46254
"RIPK2",165.2657,99.07952,67.45278,100.9451,60.79592,165.3508,126.0553,84.88415,43.12485,32.32388,57.92155,122.9124,131.893
"RIPK3",31.49905,37.41051,32.17496,34.21904,20.08464,18.84388,34.19971,42.93601,49.38459,42.23356,33.885,33.12589,27.34365
"RIPOR2",307.5876,329.0772,326.4521,363.0367,339.5307,342.9664,287.3247,282.7607,240.8581,261.4159,278.5625,263.7644,316.8066
"RNASE2",11.8148,23.3779,19.7509,21.9107,13.5136,23.874,17.3551,30.5762,15.2729,20.6114,13.2491,26.7118,6.47754
"RNASE3",0,2.04122,0.898088,0.889314,0.529549,1.98946,0.814571,3.5023,1.45821,0.494082,1.35218,2.38567,0
"RNASE6",132.254,139.239,117.211,137.389,176.293,228.634,104.223,157.605,136.665,167.534,136.867,139.898,148.968
"RNASET2",279.0389,490.0635,437.5048,333.9032,312.3705,192.1549,256.8164,241.22,359.7741,431.4238,437.4244,197.6184,500.7133
"RNF125",23.63171,16.12818,22.4054,30.54262,11.48276,31.28258,19.13278,25.30073,24.33713,15.69894,20.72155,16.46574,25.26881
"RNF166",213.6165,132.1939,212.4669,166.2894,140.3101,122.74,132.5952,216.3975,175.5881,157.2192,154.406,129.5693,192.1423
"RNF168",36.74999,34.18023,40.19685,37.1142,46.11577,34.1923,21.0928,28.4209,24.44178,24.41493,32.67836,16.18727,30.1604
"RNF185",22.53477,25.3218,17.57156,30.62868,24.76064,24.93266,18.62858,24.95262,19.18923,20.81777,28.9362,14.30401,18.53736
"RNF187",1.77188,1.790867,3.596389,4.114599,3.721897,4.482529,2.423641,3.128491,8.41344,4.06498,3.515518,3.445816,2.538091
"RNF19B",7.15566,5.308218,7.74892,3.334336,3.51907,7.74938,8.43787,4.785155,3.921762,4.38175,4.269684,5.946355,5.345608
"RNF213",143.2279,169.5569,134.0192,195.2566,131.8194,134.2047,222.3839,114.967,165.957,158.8742,122.3789,133.7175,138.2069
"RNF31",16.18268,10.52734,25.72658,12.57388,17.13614,12.83925,28.63606,12.41705,21.46311,29.42015,26.28536,23.69633,19.21031
"RNF39",0.77644,0.4004375,0.245976,0.439827,0.298785,0.115036,0,0.408846,0.0908439,0.0933488,0,0.3809704,0.201748
"RNF41",41.80085,33.85372,42.19273,31.99646,40.43588,44.98293,49.0919,44.79314,49.69333,42.67671,44.00469,47.75999,38.12
"RNF8",18.04312,8.846507,13.11451,17.41559,21.7056,22.19142,14.32578,15.4827,14.25449,14.69895,19.4826,5.831625,17.45375
"RO60",95.01344,114.784,100.5378,128.0572,101.0363,99.66312,86.1323,99.78711,80.15928,84.25179,84.92629,80.18318,103.9528
"ROCK1",65.17009,39.98022,61.8817,75.10276,50.17162,69.00149,59.81334,77.14855,56.96984,62.2023,55.69236,79.30452,54.23156
"ROGDI",26.19037,54.35751,48.71466,46.31182,43.64682,28.74539,36.6352,23.91255,44.10593,37.51592,33.30459,32.17141,41.20208
"ROMO1",19.68575,26.58523,45.83919,24.09406,27.85581,14.21998,22.25327,27.54299,15.51024,23.51763,10.77144,18.88881,18.29782
"ROR2",0.536044,0,0,0.3771982,0.672098,1.19633,0.251569,0.208957,0.347568,0,0.119299,0,0
"RORA",49.71771,21.93129,41.7788,48.00117,32.05798,65.75182,49.94132,56.76976,47.92288,42.12555,37.3516,56.46304,56.49235
"RORC",1.767774,3.270207,6.984754,5.104359,13.21833,4.827015,8.069068,4.648524,9.154473,10.53118,10.04559,2.390227,6.36326
"RPL13A",1238.565,673.0543,973.2826,790.9515,957.8002,1254.036,1105.563,1201.478,1303.662,1191.366,1051.872,1148.313,1054.901
"RPL22",57.26053,31.72371,64.78746,53.94402,49.09123,69.6289,73.77817,64.14713,79.96741,77.19501,70.90209,61.45255,41.97298
"RPL30",383.8029,189.2842,507.9151,270.0279,228.9465,327.0899,560.082,532.4509,720.185,664.1364,547.6079,505.5206,271.3983
"RPL39",166.7388,112.938,342.3642,120.8201,133.5238,152.2199,231.9737,203.6144,314.52,284.5817,180.5278,179.5624,78.40595
"RPS14",548.961,464.9734,1171.943,552.1301,637.2639,512.2439,501.7918,495.4112,696.7265,504.5884,451.4543,455.474,475.0186
"RPS17",128.5756,60.82386,200.6614,91.51041,85.87686,98.68649,182.033,184.0794,248.8916,234.4828,175.2338,159.2998,76.46617
"RPS19",429.2793,287.3227,754.5757,296.4792,351.2195,319.8059,426.8981,384.6604,474.5639,448.8824,316.7595,352.14,255.0358
"RPS24",257.0315,202.2321,418.967,206.0451,183.5975,218.7007,272.4055,286.7025,380.0216,336.5832,243.5212,257.0105,191.1934
"RPS3",2150.932,942.7983,1488.472,1043.235,1317.629,1893.067,1567.552,2103.382,2210.206,2079.448,1386.449,1695.593,1580.366
"RPS6",1246.982,744.3082,1042.921,809.8228,1030.745,1244.433,921.6091,1125.441,1221.758,1170.995,846.0104,908.427,1158.015
"RPS6KA3",19.19853,21.176,34.70504,26.69519,28.00568,24.74164,20.31581,17.92975,27.11449,24.02526,24.72959,21.88205,20.84184
"RPS6KB1",29.8374,32.38488,35.09828,53.97752,38.29186,47.74995,30.06808,37.58556,43.81449,28.29335,40.68728,33.58738,52.86749
"RRAS",5.63935,1.06708,2.20212,1.59739,5.142489,5.92696,4.54352,5.3923,6.29739,7.00312,6.81437,5.38718,2.4461
"RRS1",7.81022,10.7894,12.2832,9.04529,9.6221,17.6267,17.8934,9.843,16.0496,15.1155,17.2154,12.5722,12.5974
"RSAD2",10.43394,45.30461,14.03753,12.6749,10.06051,8.112179,75.21898,4.883527,15.17189,22.33295,9.437812,6.558316,8.24986
"RTKN2",3.989851,4.497174,1.927811,1.935154,1.859674,3.62649,3.192313,5.134456,3.636668,5.30422,3.752097,2.975014,2.213963
"RTN4",47.75862,53.44228,82.90865,67.6253,56.09646,59.87871,36.5592,45.13788,53.17523,56.775,41.41131,43.67826,64.50257
"RUBCN",19.05192,20.34192,23.17269,24.73879,17.3115,16.27999,17.38292,24.64332,22.2409,13.04074,15.71463,15.70433,29.25078
"RUNX1",15.68809,15.72424,27.46778,21.69582,23.12169,14.73001,20.14745,29.01854,22.29425,17.04685,14.79044,19.57441,25.03436
"RUNX2",3.003604,7.658656,16.70717,10.37095,10.11659,12.19461,12.7426,10.83262,12.44436,10.9675,12.04612,6.225542,20.01998
"RUNX3",21.51435,17.8701,41.62361,33.49503,21.37068,27.10583,21.70271,15.9423,25.36552,29.26608,17.11602,29.96678,28.38594
"S100A12",34.0803,63.1289,77.2921,66.1465,18.5165,21.3503,90.6234,73.2409,60.3573,99.6017,49.3803,64.5027,21.1285
"S100A13",2.560466,1.811109,4.30247,2.669383,1.393757,4.815629,4.63471,3.747509,1.892493,4.764889,1.164257,2.079278,7.23254
"S100A7",0,0,0,0,0,0,0,0,0,0.371046,0,0,0
"S100A8",269.0158,812.0622,1034.109,643.1805,317.0491,237.3127,815.6496,602.1521,567.9818,978.8341,486.6058,474.6941,244.3062
"S100A9",901.562,1762.08,1900.44,1401.06,681.935,902.755,2338.97,1948.85,1826.32,3155.76,1479.43,1897.87,888.451
"S1PR1",118.8745,80.0542,119.9516,171.741,153.0125,77.23975,65.8665,97.85961,107.933,82.29584,80.858,72.53238,78.47806
"S1PR4",35.2124,17.4003,37.1453,22.4903,24.4547,18.8572,35.59882,33.58782,61.85938,53.8304,50.1926,36.09312,19.2753
"SAA1",0,0,0,0,0,0,0,0,0.203664,0,0,0,0
"SAMHD1",195.187,194.4096,198.7488,197.5061,169.1735,184.8926,160.3538,167.4493,155.9038,168.7343,173.3974,191.6136,149.0473
"SAMSN1",104.811,81.3501,99.19609,121.08,62.37082,187.9229,53.40286,72.09009,65.98408,57.94076,50.20888,128.5944,177.4829
"SANBR",20.10815,10.88381,12.6666,13.62415,15.84866,19.6567,6.466903,13.90812,12.05112,12.6173,13.61965,13.2396,19.0634
"SAR1B",60.29372,58.3946,52.15084,75.4432,65.82695,51.75203,40.49863,52.65473,49.94035,42.76758,49.61574,35.69529,44.5368
"SARM1",10.56242,6.085747,7.834107,8.823296,7.642917,5.856467,9.016604,9.133672,6.2559,8.373054,7.758956,8.03845,11.54089
"SART1",6.940148,6.85611,22.09627,10.51718,9.55701,8.71813,13.61333,7.511787,12.42595,14.02065,11.85831,9.494564,6.15465
"SART3",47.73447,50.87345,36.69577,49.21906,61.84598,34.71403,37.44783,48.28441,49.45513,49.66066,50.677,40.11602,60.75617
"SASH3",301.0257,358.8178,307.2152,391.9259,358.3047,264.5376,309.7912,267.4304,282.4355,297.2103,281.0752,262.8962,223.7107
"SBDS",116.1117,130.3084,175.7772,228.4478,123.0226,213.1217,62.39093,45.39555,57.02808,49.69851,41.7957,132.5212,151.1526
"SBNO2",1.45682,1.085815,1.165242,2.766058,0.363474,2.103665,2.025307,3.267214,1.625577,1.301718,2.211514,2.306087,0.759289
"SCAP",36.17039,35.52052,49.843,53.84043,44.05293,48.65406,37.9244,72.64719,62.99932,51.25836,67.44776,41.91361,69.65381
"SCART1",0.380627,0.804783,1.765137,0.52379,0.9013103,1.293209,0.9108408,0.9981178,0.6359976,0.94547,0.448162,0.9392661,1.406248
"SCG2",0.0767995,0,0,0,0,0,0,0,0,0,0,0,0
"SCGB1A1",0,0,0,0,0,0,0,0,0,0.335675,0,0,0
"SCIMP",72.30577,132.3417,67.89037,68.61268,92.8021,82.06547,96.49669,76.7895,85.66445,84.71868,75.20834,94.50973,55.44203
"SCIN",1.716712,0.483741,1.835151,2.496984,1.292637,2.230199,2.811191,2.350858,1.136887,2.071118,1.444199,1.451008,1.219988
"SCRIB",4.032817,0.888299,9.054623,1.620475,3.069542,1.6875,2.980666,2.01793,1.52109,2.079254,1.999446,1.199507,2.443109
"SDHAF4",7.94512,7.69664,6.445032,5.49709,5.16845,5.14673,4.452319,5.83096,5.98689,8.89982,6.45532,3.13552,0.696825
"SEC14L1",60.17065,69.3448,67.72265,100.8537,87.28357,98.24188,58.57838,81.2462,53.70368,44.47995,100.0416,88.67521,147.7405
"SECTM1",14.05629,9.12218,13.48231,9.178848,6.495567,13.39521,47.84939,16.24344,23.72317,29.89358,68.27765,51.498,11.3198
"SELE",0.823486,0.0961026,0,0.1347373,0,0,0,0,0,0,0,0.251796,0
"SELENOK",103.5532,88.98525,124.0887,164.081,105.0891,228.0429,64.36447,56.78321,47.25294,37.51417,33.63549,163.8989,190.0498
"SELENOS",69.77639,92.0919,76.55646,122.6644,105.3125,84.66626,55.87356,43.35981,54.92215,52.24957,51.09494,84.29218,92.24753
"SELL",623.3654,766.5595,764.7813,888.8034,947.0714,769.4744,861.3015,631.5892,683.0548,762.4999,838.8979,537.9516,905.0124
"SELP",17.06033,37.44356,14.2284,16.65345,8.74297,15.0001,7.516801,21.31401,17.51797,6.12008,13.10108,20.83647,17.99249
"SELPLG",589.8808,482.9415,585.0512,625.1067,607.8475,445.1813,441.0125,490.4737,597.3029,521.3227,659.8037,488.112,475.016
"SEMA3C",4.552277,10.73889,4.684257,5.66948,6.503029,5.547601,8.9737,7.148004,7.64349,2.93539,8.87467,3.996383,8.767959
"SEMA4A",53.70258,137.9086,88.44574,120.252,87.40695,100.0937,85.22507,83.84613,66.81323,89.96521,90.59803,98.79808,99.19589
"SEMA4D",57.93881,60.51794,73.41657,68.97911,73.1598,71.04346,67.18407,58.02173,83.06604,79.35466,88.84299,59.84703,85.42968
"SEMA7A",0.2022465,0.400155,1.237067,0.7400197,1.386669,1.694473,0.5382458,1.955962,2.135788,0.94821,4.975013,0.817523,0
"SENP7",31.29369,30.21783,44.67876,40.72429,38.36235,33.87161,27.42906,38.35558,24.09493,32.46943,32.72037,33.19275,47.6178
"SERINC3",162.1126,135.3893,157.0824,205.2377,171.024,191.2178,154.3984,181.5051,172.2318,215.4639,208.0593,162.7592,176.8532
"SERINC5",31.62301,34.56611,43.08432,40.93038,44.11415,32.56013,23.75205,30.27635,24.70335,30.94166,27.14075,27.28878,49.2577
"SERPINB9",97.4936,121.456,100.464,107.6,84.7571,57.4109,75.375,74.7009,67.2209,73.8698,55.7176,62.7758,89.1097
"SERPINE1",0.852173,0.927904,0.326959,0.613579,0.211767,0.531397,2.03259,1.08845,1.4326,0.574469,0.733948,1.15153,1.66379
"SERPING1",12.37601,141.1047,12.58848,9.71147,27.03181,10.90223,79.37074,6.747687,14.97417,20.27533,9.039414,13.3193,11.91485
"SETD1A",0.463521,0.709586,1.04639,0.694079,0.821446,0.847595,1.436052,0.187607,2.15818,0.47028,1.227692,3.019329,0.638198
"SETD2",12.09221,17.84055,17.38427,21.29269,17.51551,23.00717,20.54305,16.37211,17.60777,16.41367,16.02395,18.96952,23.62526
"SFPQ",100.397,87.04554,156.5721,138.5167,97.74071,138.5192,91.86564,77.71431,88.27469,93.22089,71.49268,134.1991,154.7461
"SFRP2",0,0.338185,0.997033,0,0.240295,0,0,0.14934,0.482159,0,0.122032,0,0
"SFTPD",3.54914,1.007597,1.385759,0.0825286,0,1.889633,0.556691,1.10864,1.20135,2.77643,1.04766,0.707072,0.556771
"SFXN1",33.03448,39.62024,38.15934,55.77286,57.73555,36.64589,28.50422,31.71594,43.08925,34.02863,52.42592,35.28669,58.2019
"SGPL1",36.27502,40.97187,30.84479,55.84828,43.59789,31.34775,20.8669,27.97156,26.30077,27.35642,37.48522,36.38907,27.70047
"SH2B2",0.73466,2.914607,1.491129,1.497033,1.308094,0.5999261,0,1.827621,1.791888,1.07765,0.817407,1.86525,4.65278
"SH2B3",16.85929,18.83208,23.48783,18.37969,16.7574,23.80514,19.58598,14.8993,21.49823,24.87655,16.42598,28.38202,19.10219
"SH2D1A",64.62049,46.03323,79.53038,60.30498,64.76542,56.18605,42.39609,62.68051,55.50583,64.10842,58.58545,30.97997,41.82982
"SH2D1B",54.28182,17.34913,114.9508,51.72793,55.60883,96.7861,21.13599,43.67349,30.31456,44.26865,41.897,21.61092,68.75162
"SH2D2A",51.72559,18.13675,39.22307,31.0861,28.11116,36.34522,28.2134,35.69956,34.29983,26.54236,32.15085,26.72038,23.93226
"SH3KBP1",105.76,143.6344,126.3818,143.7087,135.9197,99.81426,104.5739,121.2259,122.4402,102.1315,108.8271,106.1011,136.4967
"SH3PXD2A",0.6812878,0.6126956,1.048644,1.235579,1.119356,0.498839,0.7876787,0.5296945,1.098697,1.404681,1.563738,0.9879596,1.276172
"SH3RF1",1.39397,3.18091,1.39311,4.21937,2.000883,3.72283,3.015609,4.41048,1.31701,1.76831,2.51846,6.464512,5.48596
"SHB",0,0,0,0,0,0.14186,0.21591,0.140594,0.258707,0,0,0.227288,0
"SHFL",68.58139,61.33874,74.02999,71.10135,71.78956,55.77198,104.7138,61.09986,72.10008,64.43074,71.40276,48.86444,61.19413
"SHH",0.19226,0.167216,0.101614,0.227031,0.102799,0.0180412,0.153526,0.171052,0.0937775,0.135328,0.0521634,0.315456,0.110924
"SHLD1",13.98431,10.65507,16.70942,17.27006,18.19938,14.90514,13.50256,15.60055,9.942623,15.86907,16.37495,6.68409,13.64868
"SHLD2",15.05609,15.01207,18.05324,19.51604,22.65873,16.17055,14.63401,12.65256,10.38575,15.15113,18.41137,9.660286,15.34507
"SHLD3",13.33642,13.56235,8.91242,5.96187,13.05514,12.43523,12.12441,7.79728,5.72267,4.21562,7.57521,7.70841,11.79824
"SHMT2",52.40283,55.53575,68.5402,52.69461,57.08867,61.85658,69.07434,61.48198,49.52632,59.81417,76.42991,52.16093,52.96535
"SHPK",3.87776,3.51046,1.49224,4.9743,6.68514,2.45547,4.62779,4.94431,4.81104,3.94398,6.17092,3.25807,3.20162
"SIAE",2.307995,4.860804,5.642841,3.284966,2.394404,3.282963,3.616442,4.00318,6.254878,4.544385,4.488002,5.007894,1.129066
"SIGLEC10",74.12829,88.63283,45.75604,60.97456,71.33012,73.49495,44.93614,45.37757,44.57791,54.31276,63.35347,82.91809,51.61911
"SIGLEC15",3.552611,2.597879,2.622198,2.58323,5.413364,3.464124,2.877392,1.877248,2.291203,3.959221,2.294998,3.973263,3.605288
"SIN3A",40.57821,37.1189,38.47212,48.34706,49.7787,28.92468,27.94957,36.93794,25.30869,33.44895,34.27956,35.19159,45.07166
"SIPA1",14.84461,23.80589,51.05749,37.22403,28.95637,41.12954,27.73286,30.46633,43.89845,42.63933,28.20422,32.18907,27.93007
"SIPA1L3",12.92357,13.51782,7.152476,20.92053,25.46471,12.85226,8.492752,12.41011,20.58564,31.92079,7.781278,16.2774,31.10489
"SIRPA",24.09585,42.32912,43.23668,34.78126,27.42098,27.3557,38.23308,35.41595,28.89076,44.56976,35.0571,32.80218,24.97675
"SIRPB1",72.15618,96.42522,91.35489,114.3473,191.3577,85.90651,187.5587,94.99634,69.28016,132.7192,117.8703,165.2362,109.8693
"SIRPG",33.35822,22.74748,42.99008,54.9952,64.52661,26.5787,46.01463,37.52694,41.10862,42.82681,47.00158,28.67217,53.24552
"SIRT1",8.604684,11.32977,17.04922,15.33591,12.07914,12.15905,11.69105,6.213192,8.376336,8.092679,4.517391,11.88092,11.32105
"SIRT2",95.13809,96.18876,105.6094,111.5705,105.2195,101.3065,76.7909,84.35379,70.23854,76.76392,73.307,91.59583,73.87597
"SIT1",67.58335,45.50324,39.24555,58.77619,103.3581,43.29537,54.30707,64.43469,70.48303,53.68127,81.37215,34.04844,35.59573
"SIX1",0,0,0,0.0654413,0,0.0570108,0,0,0,0.061168,0,0,0.0930478
"SIX4",0.220077,0.0689689,0.0669821,0.0346301,0.0326688,0.043292,0.167409,0.30995,0.177568,0.0467411,0.0912504,0.0771267,0.0907043
"SKAP1",131.9915,104.1595,124.4888,142.9164,135.1266,96.88526,104.3076,107.4507,131.5795,109.0213,117.284,76.46275,84.30236
"SKAP2",96.96852,117.501,93.61223,117.0082,105.7782,109.9257,90.69255,103.1718,95.76764,89.5691,75.66484,110.7663,99.19558
"SKIL",11.3825,18.27957,15.16031,19.62531,18.78129,22.87838,8.39119,9.438778,6.88767,9.453252,15.37858,23.61865,20.26995
"SKP2",14.6409,14.2405,14.07394,12.71053,17.47752,12.92655,13.13213,14.77928,9.595725,17.69888,20.79905,12.89762,10.27016
"SLA",155.6726,101.3713,133.7839,179.7156,169.6068,203.3556,132.9018,144.0831,156.2773,178.6921,295.0503,153.7921,181.6618
"SLA2",67.22349,47.20863,51.18878,53.10292,56.2963,50.02125,46.39653,51.1016,67.6529,35.50515,55.0405,36.60592,58.07935
"SLAMF1",39.70111,20.87847,19.72449,16.27742,34.21934,28.70444,28.9542,37.03378,31.6768,26.78708,36.06574,19.65543,20.58842
"SLAMF6",82.57874,45.37791,61.71055,60.84208,64.39682,43.84454,54.35518,61.85335,78.07463,50.65303,56.5341,27.61184,45.119
"SLAMF7",138.8929,131.1548,83.7309,99.08401,90.48588,73.8213,103.3532,86.45049,93.66349,94.05185,109.3451,86.62168,59.38997
"SLAMF8",4.389694,10.13416,8.86897,5.45164,3.69297,3.89058,5.283405,5.020754,5.227358,4.083808,4.54857,3.460271,2.41544
"SLAMF9",0,0,1.19894,0,0.386803,0,0,0,0.890736,0,0,0,1.04964
"SLC11A1",117.0216,153.5938,177.8538,213.9211,158.1467,125.8271,126.9598,145.7059,123.0974,175.7978,151.8685,198.4309,205.346
"SLC11A2",48.58305,45.11299,37.4324,63.43475,46.19699,45.3427,34.72434,46.14584,33.90116,40.59695,38.04906,43.89612,43.87085
"SLC12A2",6.982948,3.374685,3.942275,4.373665,7.793124,4.866832,2.843683,3.785237,3.830298,5.467757,3.48329,4.084413,6.770537
"SLC15A2",4.723482,8.20551,7.609553,5.616261,7.02937,1.97863,11.12459,11.90693,2.591108,10.05617,6.292525,6.207937,5.041333
"SLC15A3",20.59442,16.29478,17.1374,13.89802,5.333795,21.37475,19.45254,12.61451,19.23966,18.4213,6.656841,20.86444,24.17381
"SLC15A4",15.46421,18.29957,26.27707,20.66953,16.44472,19.02832,13.13108,16.00465,21.17629,20.35402,15.02542,15.07044,24.25021
"SLC22A13",0,0,0.073627,0.714796,0.149,1.065811,0,0.154369,0.407791,0.0349226,0.0472693,0,0
"SLC25A38",40.20466,28.14107,32.82582,42.08045,39.46439,38.3888,37.507,33.04578,44.12831,43.72298,45.11015,39.837,40.29817
"SLC25A40",17.92469,21.35005,23.68029,19.51194,20.38589,21.0432,29.17178,23.81428,19.75319,23.98499,30.73749,23.46107,17.47726
"SLC25A5",387.3331,492.6443,352.6922,383.9738,424.0522,459.548,324.5437,288.2754,262.4132,340.0567,362.8746,416.7407,375.676
"SLC26A6",24.78242,24.7819,18.26357,26.74672,28.04322,25.36463,24.59388,25.87023,25.74749,25.30143,30.50496,21.02169,19.5831
"SLC30A8",1.295397,0,0.5144116,1.44287,0.716936,0.5949062,2.760747,0.125813,0,0.7301039,0.0439992,0.7203742,0.659246
"SLC39A10",15.73991,14.0118,13.01878,16.5089,12.08957,15.14427,10.29817,14.85152,12.4811,12.86428,12.53209,14.80641,14.13369
"SLC39A3",34.44569,36.67826,36.4873,31.82682,38.23163,30.72373,29.86097,33.04573,42.73954,36.11073,34.05606,38.52932,29.02819
"SLC39A7",29.30065,23.87296,30.5086,42.4903,33.82804,35.0287,28.17991,31.57844,32.218,31.47315,30.86166,33.17875,32.7857
"SLC40A1",61.64298,86.96229,103.407,70.95833,63.65472,58.36778,35.39064,55.70734,53.34626,51.84954,62.84768,49.56121,84.7395
"SLC46A2",18.75462,43.27673,29.21591,21.47163,44.75527,35.22219,23.25193,33.36349,35.62811,30.58214,29.79706,27.4753,15.6922
"SLC4A1",16.04585,11.74384,5.00774,12.18405,1.257551,4.053088,5.63608,10.98886,15.72956,1.462328,11.92195,9.63098,4.177406
"SLC7A1",6.07267,3.83415,6.494537,6.250543,8.65272,2.72918,4.85597,4.765824,5.136586,4.15669,4.675126,3.71413,2.2969
"SLC7A11",0.0452357,0.196681,0.534279,0.194666,0.3052844,0.340625,0.103827,0.058326,0.0780239,0.230116,0.0726061,0.235989,0.330373
"SLC7A5",2.76279,1.002079,2.030877,3.25611,2.053922,5.895154,2.740325,2.59133,4.55797,1.580189,2.077905,9.562794,9.42062
"SLC7A6OS",27.70796,21.50786,22.51785,37.50506,35.36551,25.44104,26.48726,30.06824,31.56467,39.27055,33.46056,18.25116,28.50108
"SLC8A3",0,0.3277135,0.3578379,0.064667,0,0,0,0,1.05701,0.4049479,0,0.404303,0.244265
"SLC8B1",34.0934,42.04849,37.62948,53.89885,57.38879,41.42147,40.48357,44.88096,41.29786,34.92028,47.46811,43.55508,67.25169
"SLC9B2",13.75524,5.03926,12.51738,8.689659,10.78402,11.87607,8.368923,13.73444,7.459737,7.624728,8.543698,6.163801,14.07798
"SLFN11",30.55624,28.79773,31.39001,25.95677,25.28788,19.48535,29.30415,38.73158,24.76075,35.47689,36.63266,27.07799,39.64575
"SLIT2",0,0.359168,0,0,0.179434,0.31108,0.06593056,0,0,0,0,0,0
"SLPI",1.22446,0.942641,2.08396,0.471019,0.23583,1.63033,4.33237,1.46024,0.856309,0,2.41445,2.24735,0
"SMAD3",12.03817,9.550537,14.88123,17.44636,12.49931,12.75467,10.19837,16.59454,14.69784,12.84666,9.828864,11.42776,16.86292
"SMAD5",16.92515,17.59493,17.09531,16.03103,12.20076,16.94866,19.83896,28.19639,19.76617,17.07697,21.7792,18.27713,16.73643
"SMAD6",0,0,0.120694,0,0,0,0,0.5188167,0,0,0,0.100158,0
"SMAD7",2.091669,3.427892,3.47188,11.95636,3.759978,9.419799,4.042067,2.742937,4.95427,8.147387,2.724838,8.62601,6.071323
"SMAP1",18.40614,21.59754,18.82684,25.65197,11.8307,22.62082,16.63518,15.49413,17.41852,17.56198,24.51745,19.33824,19.98535
"SMARCA2",45.08234,49.50056,55.40309,59.98151,58.82332,53.35683,57.00503,64.92685,73.00694,66.21526,49.89766,52.30302,85.53389
"SMARCA4",25.3477,20.9282,35.4692,30.71721,30.13966,15.59592,16.253,17.03778,21.25662,21.69233,19.20444,18.28169,20.43245
"SMARCB1",48.3312,57.12915,69.8328,76.67594,68.45771,80.27748,58.50158,53.22912,49.36177,54.58548,50.44696,58.08511,55.93391
"SMARCC1",12.74383,11.92203,15.67408,25.53513,21.65634,13.02526,13.91827,18.99754,14.07236,15.7526,15.05709,21.28919,24.90502
"SMARCC2",73.2227,65.76278,57.24823,91.65325,72.64969,78.32404,52.38753,70.85158,60.25249,60.46131,68.85581,66.26383,96.24271
"SMARCD1",6.469357,4.2899,10.76506,7.901185,10.08199,13.24962,6.485377,7.996627,13.53274,9.842246,10.97958,11.7645,7.442815
"SMARCD2",12.1824,14.91577,22.77828,21.35385,16.56044,14.64752,15.80185,17.12959,21.16055,21.9751,18.84026,14.49175,20.86013
"SMARCD3",6.267614,7.566732,7.546786,10.20467,9.133354,6.44884,11.67831,8.907699,16.69666,17.96673,16.25425,17.03549,10.11797
"SMARCE1",148.8958,142.0647,170.6975,163.5374,183.209,145.6686,125.4978,126.2406,128.8357,126.3267,141.6604,98.71715,175.5575
"SMCR8",5.10197,5.35334,3.3442,4.4829,4.76903,6.42931,7.2588,6.35862,4.56033,5.83844,6.99774,6.91827,5.05438
"SMPD1",24.31754,54.12279,53.48568,45.81447,52.03598,22.8751,19.96753,31.44675,28.69859,30.15133,30.45008,26.48421,23.81378
"SMPD3",7.194137,4.303073,3.37343,7.01926,7.551003,7.071216,5.838489,2.957932,8.807597,7.28,4.66752,2.784062,8.088949
"SMPDL3B",0.0652115,2.358554,1.415959,0.5086692,0.7208197,0.38325,0.0584617,1.190731,0,0.144655,0.318662,1.19961,0.169381
"SNAI2",0,0,0.0480634,0.0975413,0,0,0,0,0.0443737,0,0,0,0
"SNAP23",185.3929,230.8852,227.2475,248.1346,184.8431,180.7887,171.1015,171.7714,144.469,163.3175,178.7528,183.5277,166.0253
