fromNode,toNode,weight
CLDN1,VAV3,0.729535261
CLDN1,WDR7,0.744137999
CLDN1,YES1,0.781414672
CLDN1,ZBTB46,0.904886259
CLDN1,ZEB1,0.84426656
CLDN1,ZNF335,0.734357855
CLDN18,CLEC4A,-0.749176964
CLDN18,CREB1,0.732746063
CLDN18,EIF2B1,-0.712817769
CLDN18,FAM210B,0.852453185
CLDN18,FURIN,-0.700807946
CLDN18,GPI,0.726705503
CLDN18,GPR108,-0.852178677
CLDN18,HMGB1,-0.706096421
CLDN18,HSPA1A,0.715583536
CLDN18,LNPEP,0.704401605
CLDN18,MAPK3,-0.754209931
CLDN18,NR1D1,-0.73451112
CLDN18,OTUB1,-0.755093104
CLDN18,PAFAH1B1,-0.742227286
CLDN18,PIK3CD,0.727633223
CLDN18,PRKRA,-0.735948553
CLDN18,PTBP3,0.718728767
CLDN18,PTK2B,0.71861003
CLDN18,SBNO2,0.747286151
CLDN18,SLC7A11,-0.781014418
CLDN18,SMAD5,0.73425547
CLDN18,SOX12,-0.708777425
CLDN18,TCF21,0.797685673
CLDN18,TRBV9,0.717781565
CLDN18,TRGV9,0.753973391
CLDN18,TRIM25,0.774973227
CLDN18,UNC13D,0.7698567
CLEC10A,CYLD,0.717926262
CLEC10A,H2BC4,0.824480246
CLEC10A,H4C12,0.756183573
CLEC10A,PLA2G5,0.701376579
CLEC10A,PSMB4,0.726347718
CLEC10A,PTK6,-0.752559208
CLEC10A,PTPN11,0.727321082
CLEC10A,PURA,-0.706660206
CLEC10A,RET,-0.700981923
CLEC10A,SLC40A1,0.754387293
CLEC10A,SOCS6,0.812266305
CLEC10A,SPHK1,0.756580993
CLEC10A,TKFC,-0.791064324
CLEC10A,TNFSF4,0.811217068
CLEC10A,TRBV7-3,-0.769051475
CLEC10A,WDFY4,0.768098472
CLEC12B,FES,0.757212669
CLEC12B,IL18,-0.717936377
CLEC12B,PIBF1,-0.835948169
CLEC12B,PTPN6,0.728879234
CLEC12B,TGFBR3,-0.761121019
CLEC12B,ULBP1,0.712202477
CLEC1B,CLEC4G,0.703808842
CLEC1B,CLEC4M,0.720541145
CLEC1B,ENPP2,-0.702605522
CLEC1B,FCER1G,0.789572182
CLEC1B,IL36A,-0.707660586
CLEC1B,MCU,0.731344907
CLEC1B,PTPRO,0.731140418
CLEC1B,RBM15,-0.731135911
CLEC1B,SPPL2B,-0.770823127
CLEC1B,TNFRSF13B,-0.810773909
CLEC2A,CNN2,0.730559156
CLEC2A,CXADR,0.897445065
CLEC2A,CXCR2,0.747651867
CLEC2A,DAB2IP,0.887740699
CLEC2A,EFNB3,0.753136485
CLEC2A,EXO1,0.800378895
CLEC2A,FBXO9,0.820457754
CLEC2A,FCGR2C,0.760600354
CLEC2A,GPR31,1
CLEC2A,HELLS,0.769663528
CLEC2A,HOXA7,0.949739176
CLEC2A,IFNK,1
CLEC2A,IGHV3-13,0.734658699
CLEC2A,IGHV3-16,0.720633959
CLEC2A,IGHV3-35,0.971003998
CLEC2A,IGHV3-72,0.919788262
CLEC2A,IGKV1-17,0.708706821
CLEC2A,IGKV1D-12,0.711185098
CLEC2A,IGLV1-51,0.966633233
CLEC2A,KITLG,0.74363964
CLEC2A,LILRB3,0.903563425
CLEC2A,MED1,0.810752513
CLEC2A,MIR708,1
CLEC2A,SEMA7A,0.858223394
CLEC2A,SLA,0.823296129
CLEC2A,TOP2A,0.826482016
CLEC2A,TRBV7-1,1
CLEC2A,TRDV2,0.708035535
CLEC2A,TRIM62,0.714912016
CLEC2A,TTBK1,0.992179637
CLEC2A,TUBB,0.81210549
CLEC2A,WDR1,0.722281371
CLEC2A,WFDC11,0.730396886
CLEC2A,ZDHHC1,0.788449592
CLEC2A,ZDHHC5,0.789794913
CLEC4A,DBNL,0.805179511
CLEC4A,ETV6,0.76957636
CLEC4A,FAM210B,-0.701846785
CLEC4A,FCGRT,0.849241542
CLEC4A,FCN1,0.829284059
CLEC4A,FYB1,0.761802358
CLEC4A,GPR108,0.761086268
CLEC4A,HCLS1,0.728033014
CLEC4A,HLA-DMB,0.72089447
CLEC4A,HOXB7,0.703185183
CLEC4A,HSPA1A,-0.700820611
CLEC4A,IGHV1OR15-1,-0.710149829
CLEC4A,LTA,0.730777951
CLEC4A,NDRG1,-0.72208671
CLEC4A,OTUB1,0.860390668
CLEC4A,P2RX4,0.777173765
CLEC4A,PLD4,0.720555575
CLEC4A,PPARGC1B,0.740214915
CLEC4A,PRDX3,0.728883905
CLEC4A,PRKCA,0.747568399
CLEC4A,PSMB4,0.739934499
CLEC4A,PTAFR,0.818552594
CLEC4A,SLC25A5,0.76839132
CLEC4A,SLIT2,0.78324707
CLEC4A,SOS1,-0.803048432
CLEC4A,SP2,0.72341253
CLEC4A,TMBIM6,0.725744203
CLEC4A,TRBV12-3,0.75629029
CLEC4A,TRGV9,-0.771219214
CLEC4A,TTLL1,0.723382265
CLEC4A,WNT2B,0.723432564
CLEC4A,XRCC4,0.862895355
CLEC4C,CLEC4D,0.711192249
CLEC4C,FZD8,0.751355487
CLEC4C,HLA-C,0.782993474
CLEC4C,HOXB6,0.796464948
CLEC4C,IFNA5,0.751355487
CLEC4C,ITGAL,0.755161468
CLEC4C,LILRA4,0.732238322
CLEC4C,PTK6,0.735537928
CLEC4C,PTPRS,0.781370086
CLEC4C,TRAV35,0.719747858
CLEC4C,TRBV6-1,-0.799328767
CLEC4C,VCAM1,0.860512072
CLEC4D,CTLA4,0.700483517
CLEC4D,DCAF1,-0.721172459
CLEC4D,DDOST,0.793119821
CLEC4D,EMILIN1,-0.702769798
CLEC4D,FCGR2C,-0.722182715
CLEC4D,GPRC5B,0.70803131
CLEC4D,HCK,0.714471414
CLEC4D,ITGAL,0.769703487
CLEC4D,ITGB2,0.790643911
CLEC4D,KAT6A,-0.759979089
CLEC4D,MMP9,0.752202737
CLEC4D,PADI2,0.754378675
CLEC4D,RHBDF2,0.862488179
CLEC4D,RPS6,-0.743522821
CLEC4D,SLAMF1,-0.711605313
CLEC4D,STK3,0.705692949
CLEC4D,TNFSF13,0.823796086
CLEC4D,TRAV2,-0.722020549
CLEC4D,VCAM1,0.709075051
CLEC4E,EREG,0.711475391
CLEC4E,IL17B,0.787131167
CLEC4E,IL21,-0.713137723
CLEC4E,LTA,-0.731029019
CLEC4E,METTL14,-0.725325329
CLEC4E,PTX3,0.767978414
CLEC4E,RASSF2,-0.733480169
CLEC4E,SLC15A3,0.706351026
CLEC4E,SLC30A8,0.741003415
CLEC4E,SLC46A2,-0.799461585
CLEC4E,SPHK2,-0.706336663
CLEC4E,TASL,-0.702530618
CLEC4E,TRBV10-3,-0.710689354
CLEC4G,CLEC4M,0.769734655
CLEC4G,CSF1R,0.724814342
CLEC4G,CTSC,0.718106539
CLEC4G,DPP8,0.731346574
CLEC4G,FCGR2B,-0.800766224
CLEC4G,GCSAML,-0.714634292
CLEC4G,LILRB1,0.826946091
CLEC4G,PGM3,0.703684719
CLEC4G,PTPRO,0.713067423
CLEC4G,SLAMF7,0.721845863
CLEC4G,TNFRSF13C,-0.745101385
CLEC4G,TRBV30,0.705204846
CLEC4M,FCER1G,0.743941039
CLEC4M,FCGR2B,-0.772741319
CLEC4M,IKBKB,-0.765209578
CLEC4M,ISG20,-0.704775095
CLEC4M,LILRB1,0.790574046
CLEC4M,LST1,0.744517729
CLEC4M,RHEX,-0.757585217
CLEC4M,SPPL2B,-0.738765998
CLEC4M,THOC1,-0.713577645
CLEC5A,CSF2,0.734475667
CLEC5A,CST9LP1,0.734475667
CLEC5A,CTSV,0.774691989
CLEC5A,DMBT1,0.734475667
CLEC5A,GPER1,0.760645835
CLEC5A,HECTD1,0.75442909
CLEC5A,IL36B,0.734475667
CLEC5A,IRF2BP2,0.790482326
CLEC5A,MIR24-1,0.734475667
CLEC5A,MT1G,0.734475667
CLEC5A,PMS2P6,-0.771728476
CLEC5A,RBFOX2,0.833141069
CLEC5A,RUNX3,0.720162608
CLEC5A,SCART1,0.731332523
CLEC5A,SCRIB,0.743490085
CLEC5A,SLC26A6,-0.761533717
CLEC5A,SPG21,0.728826412
CLEC5A,SRF,0.732337697
CLEC5A,THBS4,0.780915164
CLEC5A,THEMIS,-0.741633182
CLEC5A,TRAV9-1,0.721210669
CLEC5A,TRBJ2-4,0.792361923
CLEC5A,TXK,0.708663722
CLEC5A,VSIG4,0.703808662
CLEC5A,ZFPM1,0.858152793
CLEC5A,ZMIZ1,0.722804418
CLEC6A,CTLA4,0.701811528
CLEC6A,DYSF,0.768725211
CLEC6A,HDAC4,0.761698828
CLEC6A,HDAC9,0.741879251
CLEC6A,IRF8,0.791205366
CLEC6A,KLRF2,0.749963914
CLEC6A,LAT2,0.702993203
CLEC6A,LCP1,0.787841236
CLEC6A,LRCH1,-0.803584678
CLEC6A,MIR27A,0.716287749
CLEC6A,MNDA,0.705479202
CLEC6A,MYD88,0.723062172
CLEC6A,NDRG1,-0.714665754
CLEC6A,PPP1R14B,-0.750886382
CLEC6A,PRDM1,0.78338265
CLEC6A,PRKCB,0.705953844
CLEC6A,PRKX,-0.807703666
CLEC6A,PSEN1,0.736830263
CLEC6A,RNF41,-0.762752842
CLEC6A,RO60,0.744645788
CLEC6A,RPL13A,-0.769318002
CLEC6A,RRAS,-0.782798448
CLEC6A,SERPINB9,0.793196703
CLEC6A,SNX10,0.894166702
CLEC6A,TAPBP,0.825391048
CLEC6A,TLR5,0.750655924
CLEC6A,TMEM64,-0.774187648
CLEC6A,UBASH3A,-0.803608268
CLEC7A,CSF3R,0.761057741
CLEC7A,CTNNBL1,0.716217627
CLEC7A,CTSS,0.762900471
CLEC7A,ETV6,0.724371867
CLEC7A,FCGRT,0.822791314
CLEC7A,FKBP1A,0.728805633
CLEC7A,FPR1,0.748502229
CLEC7A,HCK,0.782870019
CLEC7A,HCLS1,0.756870223
CLEC7A,HK1,0.743832478
CLEC7A,HSPA1B,-0.730064967
CLEC7A,IGHV1OR15-1,-0.707958066
CLEC7A,JAGN1,-0.749324697
CLEC7A,JAML,0.745036969
CLEC7A,L3MBTL3,-0.730846292
CLEC7A,LILRA2,0.709039905
CLEC7A,LILRA6,0.723694411
CLEC7A,MCM3AP,-0.829259699
CLEC7A,MCOLN1,0.735749831
CLEC7A,MSN,0.758675249
CLEC7A,NCF2,0.828553496
CLEC7A,PAF1,0.731397674
CLEC7A,PDGFB,-0.744027032
CLEC7A,PMS2P5,0.700628749
CLEC7A,PRAM1,0.740296127
CLEC7A,PTAFR,0.749081953
CLEC7A,SEMA4A,0.848086659
CLEC7A,SIX4,-0.708927444
CLEC7A,SLC25A5,0.703996056
CLEC7A,STXBP2,0.702502563
CLEC7A,TIFA,-0.718438984
CLEC7A,TMBIM6,0.740504335
CLEC7A,TRGV8,-0.773073984
CLEC7A,VSIR,0.795925908
CLECL1,CR1L,0.733335607
CLECL1,CR2,0.780007822
CLECL1,CXCL10,0.730711451
CLECL1,CYP11B1,0.795190232
CLECL1,DEFB108B,0.76370066
CLECL1,DNAI4,0.769741948
CLECL1,EDN2,0.795190232
CLECL1,EIF2AK2,0.81273135
CLECL1,FZD7,0.890241755
CLECL1,HERC6,0.760734646
CLECL1,IFI35,0.725476106
CLECL1,IFI44,0.721327818
CLECL1,IFI44L,0.736520472
CLECL1,IFIT1,0.709847848
CLECL1,IFIT2,0.720983913
CLECL1,IFNB1,0.795190232
CLECL1,IGHV3-11,0.711297207
CLECL1,IGKV6D-41,0.796570179
CLECL1,IGLV3-10,0.778655972
CLECL1,ISG15,0.738779841
CLECL1,LRP5,0.740870421
CLECL1,OAS2,0.71800056
CLECL1,OAS3,0.748532147
CLECL1,POLB,0.786186741
CLECL1,PRKD1,0.812604991
CLECL1,PSG4,0.795190232
CLECL1,RSAD2,0.701625559
CLECL1,TOLLIP,-0.714922089
CLECL1,TRAV1-2,0.745090992
CLECL1,TRAV3,0.861521005
CLECL1,TRIM22,0.712628322
CLECL1,UBD,0.753126466
CLECL1,VPREB1,0.771878969
CLECL1,WDR38,0.795190232
CLNK,DBH,-0.704256746
CLNK,DOCK8,0.75271891
CLNK,ENDOU,0.738964117
CLNK,FCRL1,0.703918587
CLNK,GLI2,0.78997986
CLNK,H4C14,-0.706131589
CLNK,IGHV1-69,0.75575288
CLNK,MARCHF1,0.707894953
CLNK,MAVS,0.741162716
CLNK,MIXL1,0.802821619
CLNK,NLRP1,0.722947533
CLNK,PIK3R6,0.76686062
CLNK,PKHD1L1,0.742637912
CLNK,PRG4,0.785211014
CLNK,PRSS3,0.716799692
CLNK,PXDN,0.707011193
CLNK,RIF1,0.705949179
CLNK,TRAV30,0.733249728
CLNK,TRBV10-1,0.806944301
CLNK,USP29,0.722957562
CLPB,CST7,-0.733371724
CLPB,CXADR,0.731428011
CLPB,CXCR2,0.758825123
CLPB,FCGR3B,0.732412223
CLPB,GZMA,-0.807452438
CLPB,GZMB,-0.720242928
CLPB,HMGB3,0.718845406
CLPB,IGKV1-17,0.892642948
CLPB,IGKV1D-33,0.794070229
CLPB,NKG7,-0.743855795
CLPB,TRGJ2,-0.814552683
CLPB,VTN,-0.701838569
CLPTM1,CTSF,0.770196862
CLPTM1,DENND1B,0.751986375
CLPTM1,DHRS2,0.775413357
CLPTM1,ESRRA,0.873011694
CLPTM1,FLI1,0.919332473
CLPTM1,FLT3,0.771550102
CLPTM1,HLA-DRB1,-0.739442799
CLPTM1,IFI30,-0.831386069
CLPTM1,IL15RA,-0.711093203
CLPTM1,IL27RA,0.737500643
CLPTM1,IL6,-0.767689634
CLPTM1,IRF2BP2,0.714641026
CLPTM1,KMT5C,0.805963901
CLPTM1,L3MBTL1,0.771231317
CLPTM1,LAMP1,0.841284908
CLPTM1,LILRA5,-0.730098141
CLPTM1,NPLOC4,0.751175419
CLPTM1,PLG,0.711480038
CLPTM1,PREX1,0.758801892
CLPTM1,PRKCH,0.732303218
CLPTM1,RAF1,0.703562191
CLPTM1,RNASET2,0.746301151
CLPTM1,RTN4,0.721284361
CLPTM1,SLC15A4,0.789064457
CLPTM1,SLC40A1,0.712677706
CLPTM1,TCIRG1,0.810378511
CLPTM1,TLR6,-0.788139691
CLPTM1,TNFRSF1B,0.794286202
CLPTM1,TNIP2,0.793482518
CLPTM1,TRPM2,0.714343936
CLPTM1,TRPV1,0.73525751
CLPTM1,TSC1,0.747284169
CLPTM1,TTC4,0.883597374
CLPTM1,UBA5,0.768280172
CLPTM1,XBP1,0.720605089
CLPTM1,ZFP36L2,0.897020457
CLPTM1,ZYX,0.762073462
CLU,COCH,-0.723117389
CLU,CTSE,0.742587662
CLU,IL2,0.716629717
CLU,LDB1,-0.745028524
CLU,MCOLN1,0.701145416
CLU,MPIG6B,0.819084918
CLU,MSH2,-0.70765962
CLU,PADI4,0.778489316
CLU,PPBP,0.874804379
CLU,SELP,0.860805553
CLU,SMPDL3B,0.813157675
CLU,SOCS6,0.701765472
CLU,TRBV6-5,-0.711639501
CLU,TREML1,0.783177557
CLU,VEGFC,0.784912771
CMKLR1,CTSC,0.751264157
CMKLR1,HMGB3,-0.722244343
CMKLR1,IGHV1-69-2,0.769473656
CMKLR1,IGHV2-70,-0.74877689
CMKLR1,RNF39,0.736658312
CMTM3,CRIP1,0.736638471
CMTM3,CTPS1,-0.77119271
CMTM3,CYBA,0.842369354
CMTM3,DDT,0.711589101
CMTM3,DNAJB9,-0.710521214
CMTM3,EOMES,0.761760342
CMTM3,EPOR,0.774316266
CMTM3,ERBIN,-0.82441265
CMTM3,EZR,-0.855985821
CMTM3,FASLG,0.742824929
CMTM3,GCH1,0.705901773
CMTM3,GOLPH3,0.793155834
CMTM3,GZMM,0.734394968
CMTM3,HDAC5,-0.720069194
CMTM3,HIF1A,-0.751111777
CMTM3,HLA-E,-0.738708354
CMTM3,HSP90AA1,0.701809728
CMTM3,IGLV2-33,0.709408799
CMTM3,IKZF3,0.797080575
CMTM3,IL6ST,-0.776142566
CMTM3,IL7R,0.751438871
CMTM3,INPP5D,-0.824279868
CMTM3,ITGB7,0.771087558
CMTM3,KAT2A,0.725855114
CMTM3,KAT8,0.78345561
CMTM3,KHDRBS1,0.830249088
CMTM3,LCP1,-0.725627407
CMTM3,LFNG,0.79136445
CMTM3,LY75,-0.711512089
CMTM3,MATR3,-0.729579676
CMTM3,MLLT3,-0.850333054
CMTM3,MSN,-0.720702446
CMTM3,MYC,0.786915604
CMTM3,MYH9,-0.703791355
CMTM3,NAIP,-0.710385481
CMTM3,NOP53,0.878863727
CMTM3,ORAI1,0.757794641
CMTM3,PIK3CG,-0.720037936
CMTM3,PIP4K2A,-0.820511979
CMTM3,PMAIP1,-0.740424329
CMTM3,PPIA,0.822331924
CMTM3,PTPRC,-0.837860024
CMTM3,PYCARD,0.757567983
CMTM3,RAB32,0.751400824
CMTM3,RBCK1,0.735759482
CMTM3,RBPJ,-0.777080323
CMTM3,RC3H1,-0.88115138
CMTM3,RIPOR2,-0.765397142
CMTM3,RNF31,0.798269926
CMTM3,RO60,-0.755006435
CMTM3,RPL22,0.861566033
CMTM3,RPL30,0.94414204
CMTM3,RPL39,0.872137105
CMTM3,RPS17,0.942570514
CMTM3,RPS24,0.8110279
CMTM3,S100A9,0.760618971
CMTM3,S1PR4,0.873440047
CMTM3,SELENOS,-0.730565352
CMTM3,SIN3A,-0.711184561
CMTM3,SNX4,-0.743103614
CMTM3,SPAG11B,0.743742592
CMTM3,SPN,0.711701071
CMTM3,STK10,-0.809372978
CMTM3,TBX21,0.814199914
CMTM3,TFRC,-0.745041617
CMTM3,TGFBR2,0.828212771
CMTM3,TMBIM6,-0.804286714
CMTM3,TNFSF12,0.74902441
CMTM3,TNFSF14,0.720864935
CMTM3,TRIM17,0.76821934
CMTM3,TYROBP,0.849594994
CMTM3,UFD1,-0.75562664
CMTM3,WASF2,-0.940224783
CMTM3,XCL2,0.85619761
CMTM3,XRCC5,-0.738030096
CMTM7,F12,-0.804432242
CMTM7,IGLV10-54,-0.710603718
CMTM7,LPXN,-0.701439526
CMTM7,LYST,0.711378074
CMTM7,MICA,-0.727798133
CMTM7,TRIML2,0.70276216
CNIH1,COCH,-0.73018816
CNIH1,CTC1,-0.755192098
CNIH1,DAPK3,-0.786737104
CNIH1,DDT,-0.805990759
CNIH1,DNM2,-0.70934762
CNIH1,EIF2B5,-0.760492553
CNIH1,IGHV7-81,-0.770338374
CNIH1,IGLV3-10,-0.755734417
CNIH1,IGLV3-19,-0.768567124
CNIH1,LDLR,0.714425924
CNIH1,MECOM,-0.707920231
CNIH1,MYO1C,-0.727296412
CNIH1,TNK2,-0.746006326
CNIH1,UBD,-0.731327858
CNIH1,WASL,0.743929173
CNN2,CTSK,-0.811240476
CNN2,CXADR,0.708748617
CNN2,CXCR3,0.828623237
CNN2,DAB2IP,0.739153532
CNN2,DDX17,0.770436175
CNN2,FCGR2C,0.702924187
CNN2,FUT7,0.75882364
CNN2,GFI1,0.722750527
CNN2,GPR31,0.730559156
CNN2,GPR89B,0.761496665
CNN2,GTPBP1,-0.704498661
CNN2,HOXA7,0.766755905
CNN2,ICAM1,-0.736818086
CNN2,IFNK,0.730559156
CNN2,IGHA2,0.7039499
CNN2,IGHV1-58,0.866666339
CNN2,IGHV1-69D,0.84518613
CNN2,IGHV3-13,0.800765196
CNN2,IGHV3-23,0.710269982
CNN2,IGHV3-35,0.772885556
CNN2,IGHV3-72,0.800930244
CNN2,IGHV3-73,0.792964831
CNN2,IGLV1-51,0.78746924
CNN2,IGLV2-33,0.763469354
CNN2,IGLV7-46,0.713889368
CNN2,IL16,0.71292729
CNN2,LEF1,0.728566819
CNN2,LFNG,0.757507943
CNN2,MEOX1,0.758261842
CNN2,METTL3,0.765066054
CNN2,MIR708,0.730559156
CNN2,MSH6,0.706956235
CNN2,MYC,0.714208872
CNN2,ORAI1,0.752639775
CNN2,PDPK1,0.74398056
CNN2,POU2AF1,0.873348525
CNN2,PTMS,0.827689654
CNN2,SEMA7A,0.897893117
CNN2,SHMT2,0.716534934
CNN2,SKAP2,-0.73575744
CNN2,STK3,-0.744574989
CNN2,TCF21,0.705764308
CNN2,TNFSF14,0.763900129
CNN2,TRAV8-3,0.713398108
CNN2,TRBV10-3,0.705048751
CNN2,TRBV7-1,0.730559156
CNN2,TRGV9,0.74203816
CNN2,TRIM35,0.721781046
CNN2,TRIM4,0.726402388
CNN2,TRIM68,0.72701069
CNN2,TTBK1,0.702346737
CNN2,TUBB,0.795492907
CNN2,UBASH3A,0.71478081
CNN2,ZP3,0.709675015
CNOT4,FCER2,0.722106739
CNOT4,IFITM2,-0.783436629
CNOT4,IGFBP2,0.75115049
CNOT4,PBXIP1,0.712031858
CNOT4,PRG4,0.735910786
CNOT4,PRSS3,0.757175075
CNOT4,PSG1,0.769909411
CNOT4,RAET1G,0.861916842
CNOT4,STX7,0.767738189
CNOT4,TRAV18,0.710938418
CNOT7,CRIP1,-0.713679525
CNOT7,CTNNBL1,0.740736452
CNOT7,CTPS1,0.733990305
CNOT7,CXCL1,0.756394695
CNOT7,CXCR4,0.760714876
CNOT7,CYBA,-0.777194358
CNOT7,CYLD,0.760814352
CNOT7,CYP19A1,0.707899314
CNOT7,DDX3X,0.811814931
CNOT7,DHX36,0.710133547
CNOT7,DNAJB9,0.85745088
CNOT7,DOCK11,0.739582143
CNOT7,EPHB1,0.710524788
CNOT7,ERBIN,0.711729733
CNOT7,EZR,0.715157266
CNOT7,FOXP1,0.719022527
CNOT7,FUT9,0.713393249
CNOT7,FYB1,0.701339533
CNOT7,G3BP2,0.792927075
CNOT7,GPR183,0.786781349
CNOT7,HIF1A,0.816242851
CNOT7,HLA-E,0.730374497
CNOT7,HMGB1,0.824182515
CNOT7,HOXA5,0.741552838
CNOT7,HSP90AA1,-0.73165824
CNOT7,HSPA1A,-0.754778575
CNOT7,HSPA9,0.757463256
CNOT7,ID2,0.700062703
CNOT7,IFNAR1,0.770431011
CNOT7,IKZF3,-0.810420326
CNOT7,IL1R2,0.730233098
CNOT7,IL1RAP,0.803842439
CNOT7,IRAK1,0.742040917
CNOT7,JAK1,0.758854058
CNOT7,JUNB,0.717958153
CNOT7,LCP2,0.794023456
CNOT7,LY9,0.776224383
CNOT7,LYL1,-0.725530184
CNOT7,MAPK14,-0.729410731
CNOT7,MATR3,0.839453347
CNOT7,MLLT3,0.700264538
CNOT7,NDFIP1,0.769103725
CNOT7,NFE2L2,0.756141765
CNOT7,NINJ1,0.767529727
CNOT7,NOP53,-0.778657804
CNOT7,NR1H2,0.717255364
CNOT7,NR4A3,0.771405862
CNOT7,OSM,0.738795978
CNOT7,PELI1,0.706635552
CNOT7,PKNOX1,0.784315391
CNOT7,PLK2,0.807832039
CNOT7,PMAIP1,0.786694986
CNOT7,PPIA,-0.800433387
CNOT7,PRDX2,0.705957399
CNOT7,PRKCA,0.735850365
CNOT7,PSMA1,0.734939376
CNOT7,PSMB4,0.717563736
CNOT7,PTGDR2,-0.705773331
CNOT7,PTGER4,0.804633913
CNOT7,PUM1,0.712040227
CNOT7,PYCARD,-0.868906964
CNOT7,RABGEF1,0.712380065
CNOT7,RBCK1,-0.787512452
CNOT7,RBPJ,0.72028607
CNOT7,RIPK3,-0.771391688
CNOT7,RIPOR2,0.751234391
CNOT7,RPL30,-0.790986328
CNOT7,RPL39,-0.717341335
CNOT7,RPS17,-0.813021612
CNOT7,S100A12,-0.720314267
CNOT7,S100A9,-0.741415468
CNOT7,S1PR4,-0.730826029
CNOT7,SBDS,0.724123764
CNOT7,SEC14L1,0.783329011
CNOT7,SELENOK,0.75993803
CNOT7,SELENOS,0.773997962
CNOT7,SERINC5,0.722567852
CNOT7,SIAE,-0.704731442
CNOT7,SKIL,0.718566465
CNOT7,SLC8B1,0.716008401
CNOT7,SOCS1,0.75930964
CNOT7,SPN,-0.792817832
CNOT7,SYNCRIP,0.783553767
CNOT7,TFRC,0.836451054
CNOT7,TIGIT,-0.717152776
CNOT7,TLR8,-0.763068522
CNOT7,TMEM102,-0.743355096
CNOT7,TMEM106A,-0.728041713
CNOT7,TNFRSF21,0.748118783
CNOT7,TNFSF12,-0.788831105
CNOT7,TRBV10-2,0.728260035
CNOT7,TRIM60,0.779547567
CNOT7,TYROBP,-0.819515684
CNOT7,UBE2N,0.700061841
CNOT7,VAMP2,0.76428522
CNOT7,WASF2,0.775480982
CNOT7,YES1,0.71702556
CNOT7,YTHDF2,0.749864635
CNOT7,ZBTB1,0.742849323
CNOT7,ZC3HAV1,0.700524137
CNPY3,FSTL3,0.739969086
CNPY3,GAPDH,0.709760983
CNPY3,GATA2,-0.731938877
CNPY3,H4C5,0.702512073
CNPY3,HLA-DRB1,0.703821829
CNPY3,PNMA1,-0.709390259
CNPY3,PPARGC1B,0.800964857
CNPY3,RNF166,-0.750195822
CNPY3,RUBCN,-0.74792537
CNPY3,TGFBR1,-0.704088219
CNPY3,TPD52,-0.710466846
CNPY3,USP27X,0.71860094
CNR1,CXADR,0.70360459
CNR1,DYRK3,0.812535067
CNR1,FASN,0.840728469
CNR1,HELLS,0.703113712
CNR1,IGHA2,0.796349394
CNR1,IGHG2,0.746242935
CNR1,IGHV1-69D,0.73551057
CNR1,IGHV3-23,0.790799823
CNR1,IGHV3-72,0.790662077
CNR1,IGHV3-73,0.733311721
CNR1,IGKV1-16,0.775751527
CNR1,IGKV1-17,0.726366473
CNR1,IGLV1-51,0.759556186
CNR1,IGLV2-14,0.706449154
CNR1,IGLV7-46,0.723602578
CNR1,IMPDH2,0.821530093
CNR1,KIT,0.738203686
CNR1,LEF1,0.905995329
CNR1,MED1,0.703280343
CNR1,PLCG1,0.820447596
CNR1,SEMA4D,0.836972993
CNR1,TRBV10-3,0.783183455
CNR1,TRIM4,0.711475628
CNR1,TSPAN6,0.763665196
CNR1,WFDC11,0.745368379
CNR2,DROSHA,0.739602729
CNR2,IGHE,0.763897118
CNR2,IGHV1-24,0.723198692
CNR2,IGHV5-10-1,0.735582348
CNR2,IGKV1-13,0.724771463
CNR2,IGKV1D-39,0.72341291
CNR2,IGKV3D-7,0.762633729
CNR2,IGLV1-36,0.704647257
CNR2,IGLV5-45,0.793942799
CNR2,KCNN4,0.821360139
CNR2,LACC1,-0.710849388
CNR2,MERTK,-0.750827315
CNR2,MS4A1,0.720986512
CNR2,NCAPG2,0.756865331
CNR2,PIANP,0.7411779
CNR2,PTPN1,-0.700828386
CNR2,SOX12,0.74524682
CNR2,STAP1,0.775200816
CNR2,TGFB3,0.714578294
CNR2,TPD52,0.722998926
CNR2,VSIG4,0.712235568
COCH,DMTN,-0.79050531
COCH,FCGR2B,0.717219262
COCH,IGHG3,0.730697495
COCH,IGHV3-21,0.706051938
COCH,IGHV5-51,0.761710327
COCH,IGKC,0.70185403
COCH,IGKV2-24,0.781229951
COCH,IGKV5-2,0.744859605
COCH,IGLV3-19,0.788925516
COCH,MPP1,-0.703114258
COCH,NCR3,0.71124557
COCH,PADI4,-0.729878944
COCH,PLA2G2D,0.744565461
COCH,SELP,-0.717111542
COCH,SNCA,-0.765854355
COCH,TRAV39,0.723526074
COLEC10,CRACR2A,0.788482802
COLEC10,CXCL1,0.71632697
COLEC10,IGKV1D-12,0.710482976
COLEC10,IL5,0.768080709
COLEC10,ILRUN,0.718592545
COLEC10,PGF,0.84419244
COLEC10,PSMB10,-0.722285468
COLEC10,SLC22A13,0.791366293
COLEC10,SMAP1,0.750897003
COLEC10,SPAG11A,0.807535038
COLEC10,TRAV10,0.760993763
COLEC10,TRAV25,0.776667927
COLEC10,TRBV11-2,0.805933437
COLEC10,UBQLN1,0.711068348
COLEC10,WNT1,0.813678949
COLEC11,CTSK,0.859884089
COLEC11,FSTL3,-0.727974402
COLEC11,IGLV4-3,0.84148758
COLEC11,IL18BP,0.788101783
COLEC11,IRAK1,0.717154657
