from,to,strength,direction
TREM2,FPR1,0.885714286,0.560634921
LAX1,BTN1A1,0.923809524,0.832063492
LAX1,PLCG2,0.752380952,0.849365079
LAX1,IGHV5-51,0.80952381,0.778888889
LAX1,IGHV3-23,0.857142857,0.553650794
RNF31,ZAP70,0.771428571,0.932698413
RNF31,MATR3,1,0.633333333
RNF31,BTN2A3P,0.99047619,0.56031746
NLRC4,VSIG4,0.914285714,0.643174603
BTNL8,INPP5D,0.761904762,0.91047619
BTNL8,LCK,0.828571429,0.945396825
PRAM1,PTPN6,0.866666667,0.584444444
PRAM1,NLRC4,0.857142857,0.685079365
SLA2,UBASH3A,0.742857143,0.531587302
CLEC6A,C5AR1,0.876190476,0.537460317
CLEC6A,GBP1,0.752380952,0.63047619
CLEC6A,NCR3,0.780952381,0.58952381
FCRL3,CCR7,0.904761905,0.551587302
FCRL3,IGHA1,0.742857143,0.544603175
PYHIN1,CD8A,0.857142857,0.544761905
PYHIN1,SH2D1A,0.942857143,0.507936508
PYHIN1,TRBC1,0.723809524,0.532857143
PYHIN1,UBASH3A,0.79047619,0.58952381
PYHIN1,FCRL3,0.933333333,0.715555556
NFAM1,FGR,0.971428571,0.812698413
NFAM1,VSIG4,0.723809524,0.822222222
BTNL9,MFAP4,0.838095238,0.513809524
BTNL9,PRAM1,0.933333333,0.523809524
THEMIS,RPS3,0.828571429,0.611904762
THEMIS,TLR4,0.742857143,0.560634921
THEMIS,TRDC,0.723809524,0.554126984
IGLL5,IGLC3,0.819047619,0.834603175
BCL2,TNFRSF13B,0.838095238,0.529206349
IL2RA,TNFSF13B,0.99047619,0.626984127
JAK3,GAPT,0.771428571,0.876190476
RPS6,SIT1,0.723809524,0.612063492
SOS1,PPP2R3C,0.704761905,0.557619048
ADAR,ARNT,1,0.952380952
ARNT,ITPKB,0.79047619,0.736031746
CEBPG,RPS19,0.847619048,0.93047619
CEBPG,RHEX,0.704761905,0.814603175
EPB42,TGFBR3,0.866666667,0.791587302
ETS1,TAL1,0.980952381,0.822222222
ETS1,TMOD3,0.961904762,0.792063492
GATA1,RHEX,1,0.9
GATA3,CEBPG,0.704761905,0.567857143
GATA3,TGFBR3,0.923809524,0.76984127
NCKAP1L,JAK2,0.8,0.994444444
NCKAP1L,MAFB,0.980952381,0.964285714
NCKAP1L,IKZF1,1,0.995238095
HMGB2,PRKDC,0.847619048,0.685555556
HMGB2,NCAPG2,1,0.947619048
HOXB6,CEBPG,0.876190476,0.552857143
INHBA,ETS1,1,0.70952381
INHBA,MAFB,0.99047619,0.804761905
INHBA,SH2B3,0.933333333,0.716825397
INHBA,FOXP3,0.819047619,0.799047619
IREB2,SP3,1,0.671428571
IREB2,TMOD3,1,0.904761905
JAK2,STAT1,0.99047619,0.76031746
JAK3,ARNT,0.733333333,0.555873016
JAK3,PIK3CD,1,0.514285714
JAK3,STAT1,0.952380952,0.661587302
PRKDC,CDK6,0.933333333,0.91952381
PRKDC,IREB2,0.99047619,0.544444444
PRKDC,CDK5RAP3,0.80952381,0.99047619
RPS6,ADAR,0.80952381,0.813015873
RPS6,JAK2,0.8,0.831111111
RPS6,RPS14,1,0.895238095
RPS6,RPS19,1,0.966666667
RPS14,HOXB6,0.923809524,0.797460317
RPS14,RPS19,0.866666667,0.849365079
RPS14,ACIN1,0.742857143,0.836031746
RPS14,CCR2,0.904761905,0.952380952
RPS19,KMT2E,0.980952381,0.580952381
RPS19,CCR2,0.714285714,0.642063492
SP3,ADAR,1,0.847619048
SP3,PTBP3,0.961904762,0.99047619
SP3,KMT2E,1,1
SPI1,IKZF1,1,0.59047619
SPI1,FOXP3,0.980952381,0.757142857
STAT1,ITPKB,0.742857143,0.684920635
STAT1,TAL1,0.714285714,0.642222222
STAT1,PTBP3,0.904761905,0.546349206
TAL1,TGFBR3,1,0.961904762
TAL1,ZFP36,1,0.947619048
TAL1,FOXP3,0.742857143,0.553968254
ISG15,ADAR,0.961904762,0.699365079
ISG15,ARNT,0.8,0.966666667
ISG15,PIK3CD,0.828571429,0.988888889
ISG15,SPI1,0.885714286,0.88984127
ISG15,STAT1,1,0.876190476
ISG15,FOXP3,0.828571429,0.930952381
ISG15,KMT2E,0.819047619,0.794285714
MAFB,STAT1,0.714285714,0.515555556
PTBP3,HSPA1B,0.780952381,0.898095238
SH2B3,ETS1,1,0.738095238
SH2B3,TAL1,0.876190476,0.800634921
TRIM10,STAT1,0.857142857,0.782539683
IKZF1,ETS1,1,0.585714286
IKZF1,INPP5D,1,1
IKZF1,JAK3,1,0.952380952
IKZF1,PIK3CD,0.952380952,0.950793651
IKZF1,TMOD3,0.761904762,0.893333333
IKZF1,FOXP3,0.980952381,0.941269841
IKZF1,CCR2,0.942857143,0.961904762
ACIN1,ITPKB,0.904761905,0.793968254
ACIN1,JAK3,0.8,0.855238095
ACIN1,PIK3CD,0.723809524,0.925555556
ACIN1,PTBP3,0.952380952,0.589206349
ACIN1,CDK5RAP3,1,0.980952381
TMOD3,GATA3,0.961904762,0.812698413
TMOD3,PTBP3,0.838095238,0.828253968
FOXP3,JAK3,1,0.59047619
NCAPG2,CEBPG,0.79047619,0.877936508
NCAPG2,GATA1,0.761904762,0.986666667
NCAPG2,ITPKB,0.8,0.818730159
NCAPG2,IKZF1,0.752380952,0.961111111
NCAPG2,RHEX,0.819047619,0.831587302
KMT2E,ARNT,0.980952381,0.680952381
KMT2E,ACIN1,1,0.923809524
CDK5RAP3,ARNT,0.761904762,0.658730159
CDK5RAP3,GATA1,0.933333333,0.743174603
CDK5RAP3,JAK3,0.847619048,0.912063492
ZFPM1,INPP5D,0.876190476,0.866190476
ZFPM1,JAK2,0.80952381,0.865873016
ZFPM1,TGFBR3,1,0.942857143
ZFPM1,TRIM10,1,0.676190476
RHEX,JAK3,0.819047619,0.643333333
CCR2,GATA1,0.761904762,0.894920635
AP1G1,LCP1,0.733333333,0.623968254
AP1G1,PDPK1,1,0.719047619
AP1G1,PLCG2,0.8,0.865714286
AP1G1,RPS6,0.752380952,0.577619048
AP1G1,SHLD2,0.961904762,0.542857143
BLK,CD19,1,1
BLK,CCR6,0.876190476,0.937460317
BLK,CR1,0.723809524,0.532698413
BLK,IRF8,0.885714286,0.935873016
BLK,GAPT,0.742857143,0.801428571
BTK,FCGR2B,0.761904762,0.608571429
BTK,GATA1,0.780952381,0.528571429
BTK,NKG7,0.838095238,0.514920635
BTK,FOXP3,0.733333333,0.784761905
CD1C,CCR6,0.99047619,0.806349206
CD1C,PIK3CG,0.8,0.712222222
CD1C,SPN,0.971428571,0.592063492
CD19,BTK,0.876190476,0.714285714
CD19,POU2AF1,0.980952381,0.933333333
CD19,CORO1A,0.99047619,0.8
CD80,CD1C,0.838095238,0.564920635
CD80,CCL19,0.828571429,0.598571429
CD80,IL27,0.704761905,0.678253968
CD80,ZNF683,0.780952381,0.648888889
CD40LG,CD19,0.733333333,0.530793651
CD40LG,CD28,0.79047619,0.846349206
CD40LG,NKG7,0.933333333,0.508571429
CD40LG,CLEC4D,0.704761905,0.648095238
CD74,PDPK1,0.876190476,0.526666667
CHGA,CPLX2,1,0.904761905
CR1,CX3CR1,0.761904762,0.587777778
CR1,CLEC4D,0.904761905,0.786984127
CX3CR1,SLC11A1,0.895238095,0.574285714
DOCK2,BLK,0.752380952,1
DOCK2,NCKAP1L,1,0.895238095
DOCK2,PTPRC,1,0.952380952
DOCK2,TYROBP,0.866666667,0.903174603
FCER1G,PRAM1,0.79047619,0.538730159
FCGR2B,CCR2,0.723809524,0.660952381
FGR,CD86,0.761904762,0.623174603
FGR,IL10,0.780952381,0.654920635
FGR,SLC11A1,0.733333333,0.964444444
FGR,CLEC4E,0.942857143,0.68
FGR,GAPT,0.961904762,0.796825397
FGR,CCR2,0.723809524,0.653492063
FOXF1,GATA1,0.723809524,0.764603175
FOXF1,HLA-DMB,0.761904762,0.792063492
FOXF1,IRF8,0.904761905,0.858095238
FOXF1,ITGAM,0.79047619,0.602380952
FOXF1,NKG7,0.79047619,0.885079365
FOXF1,PTGER4,0.866666667,0.826984127
FOXF1,SLC11A1,0.8,0.746190476
MTOR,AP1G1,0.723809524,0.77
MTOR,LRP1,0.971428571,0.841269841
MTOR,RPS6,0.79047619,0.863809524
GATA3,CBL,0.704761905,0.677936508
MSH6,CBL,0.761904762,0.943809524
NCKAP1L,FCER1G,0.704761905,0.775238095
NCKAP1L,LCP1,0.723809524,0.986666667
NCKAP1L,TLR4,0.828571429,0.993333333
NCKAP1L,APBB1IP,0.838095238,0.964285714
HLA-DRA,CD74,1,1
HLA-F,HLA-DMB,0.761904762,0.514444444
HLA-F,IFI35,1,0.80952381
HLX,JAK3,0.80952381,0.760952381
HLX,LRP1,0.723809524,0.587619048
HLX,PTGER4,0.704761905,0.988888889
IFI35,NBN,0.733333333,0.55015873
IFI35,IFNL1,1,0.938095238
IFNA1,RAC2,0.847619048,0.966666667
IFNA1,DOCK10,0.838095238,0.882222222
IFNG,CD180,0.819047619,0.682063492
IFNG,NKG7,1,0.876190476
IFNG,CLEC4E,0.723809524,0.735873016
IFNG,IL21,1,0.59047619
IFNG,ZNF683,0.885714286,0.905714286
IL10,PTGER4,0.819047619,0.630952381
IL10,CCL3,0.971428571,0.542857143
IL12RB1,IL27,0.895238095,0.574126984
IRF4,CD40LG,0.980952381,0.674603175
IRF4,CD180,1,0.923809524
IRF4,PLCG2,0.733333333,0.712222222
IRF4,POU2AF1,1,0.695238095
ITGAL,CD1C,0.780952381,0.737936508
ITGAL,CD74,0.780952381,0.926666667
ITGAL,JAK3,0.761904762,0.972222222
ITGAL,SLAMF1,0.866666667,0.648253968
ITGAL,SPN,0.942857143,0.668253968
ITGAL,EOMES,0.933333333,0.826984127
ITGAM,CD28,0.8,0.707619048
ITGAM,IL10,0.742857143,0.503333333
ITGAM,CD180,0.79047619,0.668412698
ITGAM,NLRP3,0.79047619,0.667301587
ITGB2,ITGAM,0.961904762,0.661904762
ITGB2,PTAFR,0.885714286,0.622857143
LBP,IL27,0.752380952,0.964444444
LCP1,MSH2,0.714285714,0.552222222
LRP1,PIK3CG,0.704761905,0.628888889
LY9,BLK,0.857142857,0.701269841
LY9,CCL19,0.866666667,0.77984127
MSH2,RPS6,0.761904762,0.607301587
MYB,DLL1,0.942857143,0.838095238
NBN,DLL1,0.8,0.661269841
NKG7,CCL3,0.866666667,0.816507937
NKG7,CD244,0.942857143,0.96984127
NKG7,TREM2,0.780952381,0.988888889
NKG7,ZNF683,0.971428571,0.950793651
PIK3CD,CBL,0.914285714,0.644444444
PIK3CD,PLCG2,0.857142857,0.523492063
PIK3CG,CD86,0.761904762,0.531111111
PIK3CG,SLC11A1,0.8,0.60968254
PIK3CG,SPN,0.80952381,0.53968254
PIK3CG,CCR2,0.752380952,0.611587302
POU2AF1,PIK3CG,0.714285714,0.654920635
POU2AF1,PLCG2,0.704761905,0.824444444
PTAFR,RAC2,1,0.933333333
PTGDR,ZNF683,0.723809524,0.593015873
PTPRC,CD86,0.761904762,0.665555556
PTPRC,FGR,0.780952381,0.624603175
PTPRC,IRF8,0.980952381,1
PTPRC,PTGER4,0.733333333,0.943809524
RPS6,CD300A,0.733333333,0.583333333
RPS6,EXOSC3,0.99047619,0.788888889
RPS6,SHLD2,0.980952381,0.668571429
CCL19,IRF8,0.876190476,0.752380952
SLAMF1,BTK,0.79047619,0.582698413
SLAMF1,CD19,0.942857143,0.806349206
SLAMF1,FOXP3,1,0.952380952
SLAMF1,IL21,0.980952381,0.942857143
SLAMF1,SLAMF6,0.885714286,0.804920635
SLAMF1,CCR2,0.895238095,0.826190476
SLC11A1,CCR6,0.714285714,0.586507937
SLC11A1,ITGAM,0.942857143,0.632698413
SLC11A1,LAT,0.742857143,0.519365079
SPI1,CD1C,0.847619048,0.755555556
SPI1,CD74,0.819047619,0.911587302
SPI1,FCER1G,0.923809524,0.59047619
SPI1,FGR,0.952380952,0.687301587
SPI1,ITGB2,0.980952381,0.773809524
SPI1,TYROBP,1,0.752380952
SPI1,TREM2,0.857142857,0.954920635
SPI1,PRAM1,1,0.738095238
SPN,NLRP3,0.876190476,0.630793651
SUPT6H,AP1G1,0.752380952,0.771507937
SUPT6H,LRP1,0.8,0.785396825
SUPT6H,PDPK1,0.933333333,0.915873016
SUPT6H,DOCK10,0.961904762,0.944444444
TLR4,CR1,0.80952381,0.574285714
TLR4,FOXF1,0.980952381,0.512698413
TLR4,IL10,0.80952381,0.775873016
TLR4,CORO1A,0.704761905,0.748888889
TYROBP,BTK,0.723809524,0.602698413
TYROBP,CD74,0.828571429,0.800634921
TYROBP,HLA-DMB,0.99047619,0.712698413
UNG,CBL,0.733333333,0.696507937
UNG,MYB,0.80952381,0.91031746
UNG,PTPN6,0.714285714,0.975555556
NR4A3,MTOR,0.761904762,0.85031746
NR4A3,NLRP3,0.980952381,0.795238095
EOMES,IL12RB1,0.704761905,0.506825397
EOMES,NKG7,0.99047619,0.607936508
EOMES,PTGDR,0.99047619,0.747619048
RIPK2,PTAFR,0.819047619,0.528730159
CD84,FGR,0.80952381,0.586825397
CD84,ITGAM,0.80952381,0.854920635
CD84,CD180,0.847619048,0.874126984
CD84,SPN,0.857142857,0.61
CD84,TREM2,0.714285714,0.912222222
CD84,HAVCR2,0.723809524,0.681111111
LILRB1,CD1C,0.99047619,0.674603175
LILRB1,SPN,0.819047619,0.547142857
LILRB1,CD300A,0.79047619,0.668888889
LILRB1,CLEC4E,0.904761905,0.822539683
LILRB1,IL27,0.952380952,0.837460317
CORO1A,NKG7,0.866666667,0.530793651
CORO1A,CCL19,0.857142857,0.542857143
CD300A,CD180,0.942857143,0.871428571
CD300A,SLC11A1,0.923809524,0.778730159
CLEC4E,FCGR2B,0.819047619,0.598095238
CLEC4E,CD180,0.933333333,0.56952381
CLEC4E,CLEC4D,1,0.980952381
LAT,GATA1,0.733333333,0.65031746
LAT,IL10,0.704761905,0.567301587
LAT,PDPK1,0.923809524,0.568253968
LAT,ATAD5,0.761904762,0.716190476
FOXP3,RAC2,0.8,0.791746032
FOXP3,CCL19,0.933333333,0.593968254
EXOSC3,CBL,0.952380952,0.504444444
TREM2,CCL3,0.980952381,0.585714286
APBB1IP,CD80,0.876190476,0.56984127
APBB1IP,NSD2,0.733333333,0.689206349
IL21,CD40LG,0.99047619,0.704761905
IL21,SLC11A1,0.780952381,0.750952381
IL21,GAPT,0.838095238,0.565714286
IL21,ZNF683,0.876190476,0.684603175
ATAD5,LCP1,0.752380952,0.599365079
ATAD5,LRP1,0.819047619,0.654603175
PRAM1,BTK,0.704761905,0.644761905
PRAM1,FOXF1,0.847619048,0.93031746
PRAM1,ITGAL,0.914285714,0.77968254
PRAM1,SLC11A1,0.904761905,0.907936508
PRAM1,SPN,0.761904762,0.695555556
PRAM1,TREM2,0.761904762,0.908253968
PRAM1,GAPT,0.942857143,0.658412698
HAVCR2,PTAFR,0.80952381,0.908095238
NLRP3,CD180,0.79047619,0.602380952
SLAMF6,BLK,0.923809524,0.868253968
SLAMF6,CX3CR1,0.8,0.842698413
SLAMF6,LY9,0.961904762,0.918412698
SLAMF6,POU2AF1,0.771428571,0.874920635
SLAMF6,EOMES,0.942857143,0.704126984
SLAMF6,LILRB1,0.723809524,0.534444444
ZFPM1,AP1G1,0.742857143,0.612539683
ZFPM1,PTAFR,0.923809524,0.980952381
ZFPM1,SLC11A1,0.704761905,0.958730159
ZFPM1,SLAMF6,0.771428571,0.885238095
GAPT,CD180,0.876190476,0.793809524
GAPT,CORO1A,0.752380952,0.625555556
IL27,IFNG,0.866666667,0.526666667
IL27,TREM2,0.714285714,0.937777778
ZNF683,KLRC2,0.847619048,0.920952381
ZNF683,CD244,0.771428571,0.52031746
IFNL1,IL27,0.752380952,0.585079365
CLEC4D,RIPK2,0.742857143,0.589365079
CCR2,ITGAM,0.866666667,0.500634921
C1QA,CCL3,0.704761905,0.897222222
ADAM10,PTAFR,0.847619048,0.644126984
ADAM10,PJA2,0.914285714,0.588571429
AGER,FOXF1,1,0.980952381
AIF1,BTK,0.885714286,0.641269841
AIF1,C5AR1,0.723809524,0.986666667
AIF1,CD33,1,0.585714286
AIF1,FCER1G,0.99047619,0.712698413
AIF1,FGR,0.980952381,0.882539683
AIF1,CD300A,0.847619048,0.874285714
AIF1,HAVCR2,0.866666667,0.786666667
ATM,CBL,1,0.933333333
ATM,PDPK1,0.771428571,0.616349206
AZU1,CX3CR1,0.752380952,0.674761905
AZU1,FCGR2B,0.866666667,0.637777778
AZU1,PRAM1,0.933333333,0.665079365
BLK,CNR2,1,0.9
BTK,DOCK2,1,0.861904762
BTK,FGR,0.923809524,0.702222222
BTK,LCP2,0.723809524,1
C1QA,CCL5,0.752380952,0.516666667
C1QA,SPI1,0.99047619,0.550793651
C1QA,VSIG4,1,0.723809524
CBL,ADAM10,0.971428571,0.673015873
CBL,PIK3CD,0.99047619,0.558730159
CBL,TYROBP,0.723809524,0.67
CBL,CD93,0.8,0.63
CBL,KMT2E,0.761904762,0.50015873
CD2,CD74,0.914285714,0.632380952
CD2,FPR2,0.714285714,0.747619048
CD2,IFNG,0.914285714,0.979365079
CD2,ITGAM,0.8,0.599206349
CD2,CCL5,1,0.995238095
CD2,CD226,0.971428571,0.511111111
CD2,VSIG4,0.866666667,0.573015873
CD33,AZU1,0.780952381,0.61
CD33,BTK,1,0.623809524
CD33,SPI1,0.980952381,0.923809524
CD33,VSIG4,0.914285714,0.874920635
CD74,ADAM10,0.980952381,0.533333333
CD74,IFNG,0.723809524,0.579047619
CHGA,MAPT,1,0.957142857
CNR2,DOCK2,0.723809524,0.63952381
CNR2,IFNG,0.847619048,0.881428571
CNR2,IRF4,0.714285714,0.772698413
CNR2,LCP2,0.847619048,0.954761905
CNR2,PTPRC,0.895238095,0.656507937
CNR2,RAC2,0.904761905,1
CNR2,STAP1,0.971428571,0.67952381
CX3CR1,DCSTAMP,0.723809524,0.55015873
DOCK2,LCP2,0.780952381,0.986666667
DOCK2,PIK3CG,0.876190476,0.953968254
DOCK2,CD84,0.980952381,0.980952381
DOCK2,PREX1,0.914285714,0.994444444
FCER1G,SPI1,0.704761905,0.639047619
FGR,AGER,0.914285714,0.907301587
FGR,PTAFR,0.771428571,0.825079365
FGR,DCSTAMP,0.952380952,0.961904762
FOXF1,CD93,1,0.866666667
FOXF1,PREX1,0.828571429,0.811587302
FPR2,CXCR2,1,0.876190476
FPR2,CLEC4D,0.99047619,0.807936508
IFI35,PTPN6,0.819047619,0.787142857
IFNG,CCL3,1,0.752380952
IFNG,BATF2,0.99047619,0.895238095
IFNG,CLEC4D,0.733333333,0.770952381
ITGAM,AGER,0.923809524,0.675873016
ITGAM,FCGR2B,0.980952381,0.56031746
ITGAM,SLC11A1,0.952380952,0.623809524
ITGB2,CD74,0.857142857,0.555238095
LBP,IL10,0.819047619,0.912063492
LBP,PREX1,0.761904762,1
LCP2,FPR2,0.895238095,0.807301587
LCP2,TYROBP,0.876190476,0.641904762
MAPT,CBL,0.952380952,0.576507937
PDPK1,CD74,0.857142857,0.613015873
PDPK1,CX3CR1,0.714285714,0.54984127
PDPK1,LAT,0.828571429,0.68984127
PDPK1,KMT2E,1,0.919047619
PIK3CG,CX3CR1,0.8,0.574920635
PIK3CG,PLCG2,0.923809524,0.727936508
PLA2G2A,JAK2,0.79047619,1
PLCG2,ATM,0.79047619,0.54047619
PLCG2,PIK3CD,0.866666667,0.512698413
PTAFR,FPR2,0.79047619,0.66968254
PTPRC,CD2,0.828571429,0.932698413
PTPRC,LCP2,0.99047619,0.971428571
PTPRC,SPI1,0.828571429,0.506031746
NECTIN2,ADAM10,0.904761905,0.50952381
NECTIN2,FPR2,0.714285714,0.504444444
RAC2,BATF2,0.895238095,0.54031746
S100A12,CXCR2,0.923809524,0.623809524
S100A12,CLEC4D,0.733333333,0.714126984
CCL3,IL10,0.952380952,0.550793651
CCL5,IFNG,0.923809524,0.503809524
CCL5,PTGDR,0.780952381,0.608571429
SLAMF1,CX3CR1,0.771428571,0.746507937
SLC11A1,C5AR1,0.99047619,0.720634921
SLC11A1,CX3CR1,0.847619048,0.52968254
SPI1,RAC2,0.79047619,0.906666667
SPI1,VSIG4,0.866666667,0.593650794
THBS1,CD93,1,0.542857143
TLR4,C5AR1,0.742857143,0.936666667
TLR4,CD93,0.923809524,0.723809524
CD84,LILRB4,0.971428571,0.70952381
PJA2,CD74,0.885714286,0.501904762
TSPAN32,LAT,0.980952381,0.625396825
CPLX2,PIK3CD,0.723809524,0.829365079
LILRB4,C1QA,0.885714286,0.539047619
LILRB4,FCGR2B,0.761904762,0.600952381
LILRB4,SLAMF1,0.761904762,0.558571429
LILRB4,SLC11A1,0.771428571,0.836031746
LILRB4,TREM2,0.914285714,0.893968254
LILRB4,PRAM1,0.838095238,0.866031746
LILRB4,CLEC4D,0.847619048,0.988888889
CD300A,DCSTAMP,0.933333333,0.512380952
VSIG4,CX3CR1,0.723809524,0.740952381
VSIG4,ITGAM,0.780952381,0.57952381
VSIG4,TLR4,0.971428571,0.901587302
CD93,PREX1,0.742857143,0.661269841
STAP1,BTK,0.99047619,0.747619048
STAP1,DOCK2,0.752380952,0.723333333
STAP1,PIK3CG,0.838095238,0.752698413
STAP1,SLAMF1,0.819047619,0.866507937
LAT,ATM,0.838095238,0.595873016
LAT,PIK3CG,0.742857143,0.52031746
LAT,SLC11A1,0.714285714,0.54984127
LAT,PJA2,0.761904762,0.785396825
KMT2E,ATM,0.80952381,0.557460317
DCSTAMP,TREM2,0.904761905,0.632063492
PRAM1,AGER,0.8,0.908253968
PRAM1,TSPAN32,0.923809524,0.99047619
HAVCR2,C5AR1,0.961904762,0.846031746
HAVCR2,SLAMF1,0.847619048,0.637142857
BATF2,IFI35,1,0.785714286
BATF2,JAK2,0.79047619,0.705238095
CLEC4D,FCGR2B,0.904761905,0.526984127
CLEC4D,TREM2,0.895238095,0.825714286
CCR2,CX3CR1,0.99047619,0.893650794
CX3CR1,PLCG2,1,0.547619048
IFNG,IFI35,0.980952381,0.612698413
IFNG,HAVCR2,1,0.566666667
TYROBP,IFI35,0.761904762,0.64968254
TYROBP,HAVCR2,1,0.771428571
TREM2,CX3CR1,0.885714286,0.738174603
HAVCR2,PLCG2,0.933333333,0.698888889
TREM2,TYROBP,1,0.5
FCER1G,PTAFR,1,0.628571429
ITGAM,PTAFR,0.838095238,0.501269841
ITGAM,TYROBP,0.923809524,0.613174603
PTAFR,TYROBP,0.819047619,0.61468254
PRAM1,TYROBP,0.828571429,0.629761905
CD1C,CCL19,1,0.761904762
CD1C,LILRB1,0.847619048,0.761111111
CD80,FCGR2B,0.971428571,0.681746032
CD80,APBB1IP,0.866666667,0.704920635
CD80,NLRP3,0.723809524,0.726825397
CD86,NCKAP1L,0.923809524,0.927936508
CD86,SLC11A1,0.704761905,0.648095238
CD86,NLRP3,0.752380952,0.972222222
FCER1G,PTGER4,0.780952381,0.975555556
FCER1G,SLC11A1,0.80952381,0.831428571
FCER1G,IL27,0.876190476,0.892380952
FCGR2B,IRF4,0.742857143,0.80952381
FCGR2B,JAK3,0.79047619,0.777142857
MTOR,CD86,0.704761905,0.875396825
MTOR,GATA3,0.742857143,0.665
NCKAP1L,ITGAL,0.847619048,0.918571429
NCKAP1L,PTGER4,0.980952381,1
NCKAP1L,SLAMF6,0.752380952,0.909206349
HLA-DMB,ITGAL,0.723809524,0.634761905
IFNG,RIPK2,0.80952381,0.743968254
IL12RB1,IFNG,0.847619048,0.688888889
IL12RB1,ITGAL,0.895238095,0.691111111
IL12RB1,EOMES,0.876190476,0.746666667
IRF4,IL21,0.8,0.69015873
ITGAL,IRF4,0.866666667,0.968253968
ITGAL,LY9,0.847619048,0.811746032
ITGAL,SLAMF6,0.8,0.804761905
LCP1,APBB1IP,0.742857143,0.621904762
LY9,IRF4,0.714285714,0.634285714
PTGER4,FOXP3,0.733333333,0.597460317
RPS6,CD74,0.80952381,0.968253968
RPS6,NCKAP1L,0.742857143,0.955555556
RPS6,SLC11A1,0.895238095,0.765079365
SLC11A1,IFNG,0.904761905,0.595238095
SLC11A1,EOMES,0.914285714,0.653650794
SLC11A1,FOXP3,0.742857143,0.716190476
SLC11A1,IL21,0.980952381,0.806349206
SPN,ITGAL,0.99047619,0.552380952
SPN,JAK3,0.723809524,0.799206349
SPN,SLAMF6,0.942857143,0.526984127
RIPK2,HLA-DMB,0.704761905,0.519047619
RIPK2,LY9,0.761904762,0.606349206
LILRB1,ITGAL,0.80952381,0.720634921
CLEC4E,CD1C,0.8,0.519047619
CLEC4E,SLAMF6,0.780952381,0.649047619
HAVCR2,HLA-DMB,0.752380952,0.879206349
HAVCR2,SLC11A1,0.704761905,0.894920635
NLRP3,IFNG,0.819047619,0.622539683
NLRP3,SPN,0.723809524,0.727777778
NLRP3,IL27,0.828571429,0.646825397
SLAMF6,CCL19,0.942857143,0.799365079
ZFPM1,RPS6,0.828571429,0.713809524
IFNL1,NCKAP1L,0.742857143,0.772698413
IFNL1,CCL19,0.704761905,0.843333333
ITGAL,HLA-DMB,1,0.814285714
ITGAL,LILRB1,1,0.5
ITGAL,APBB1IP,1,0.776190476
LILRB1,HLA-DMB,0.980952381,0.814285714
LILRB1,APBB1IP,0.857142857,0.776984127
LILRB1,HAVCR2,1,0.50952381
HAVCR2,APBB1IP,0.933333333,0.781904762
CD80,CD86,1,0.747619048
CD86,FCER1G,1,0.985714286
CD86,HLA-DRA,0.971428571,0.953968254
FCER1G,CLEC4E,0.866666667,0.547936508
MTOR,FCER1G,0.980952381,0.971428571
MTOR,HLA-DRA,0.980952381,0.931746032
HLA-DRB1,SPN,0.923809524,0.695873016
IL12RB1,CD86,0.876190476,0.586984127
IL12RB1,SPN,0.761904762,0.838888889
IRF4,SPN,0.923809524,0.578730159
JAK3,IL21,0.742857143,0.670793651
LY9,RIPK2,0.914285714,0.617777778
CCL19,IFNG,0.866666667,0.58
CCL19,JAK3,0.79047619,0.665714286
CCL19,FOXP3,1,0.6
SPN,PTGER4,1,0.647619048
EOMES,IFNG,0.866666667,0.755238095
EOMES,SLAMF6,1,0.576190476
RIPK2,HLA-DRA,0.80952381,0.606507937
FOXP3,SPN,0.752380952,0.638412698
NLRP3,PTGER4,0.771428571,0.807619048
SLAMF6,IRF4,0.847619048,0.723174603
SLAMF6,CLEC4E,0.780952381,0.578571429
SLAMF6,NLRP3,0.771428571,0.569047619
ZFPM1,SPN,0.847619048,0.813174603
IFNL1,SPN,0.733333333,0.757142857
CLEC4D,FOXP3,0.723809524,0.77
LY9,SLAMF6,1,0.566666667
SLAMF6,IL12RB1,1,0.638095238
SLC11A1,RPS6,0.904761905,0.5
SLC11A1,LILRB1,1,0.5
LILRB1,SLC11A1,1,0.5
CD19,TLR4,1,0.742857143
CD19,IL21,0.828571429,0.817142857
CD28,CD180,0.99047619,0.53968254
CD40LG,CR1,0.8,0.713015873
CD40LG,IRF8,0.933333333,0.518253968
CD40LG,CD180,0.704761905,0.783333333
CD40LG,PTPRC,0.904761905,0.56952381
CD40LG,TLR4,0.828571429,0.82952381
CCR6,CD19,0.876190476,0.57047619
CCR6,CD28,0.780952381,0.556825397
CCR6,PLCG2,0.8,0.615396825
CCR6,IL21,0.819047619,0.851428571
CCR6,GAPT,0.914285714,0.580634921
CR1,FOXP3,0.847619048,0.746666667
IRF8,CD19,0.838095238,0.826746032
IRF8,IL10,0.847619048,0.977460317
IRF8,PTPRC,1,0.971428571
IRF8,SPI1,0.771428571,0.986666667
IRF8,TLR4,0.828571429,0.983333333
IRF8,GAPT,0.771428571,0.985714286
IL10,IL21,0.704761905,0.51
CD180,FCGR2B,0.847619048,0.904126984
MSH2,DLL1,0.714285714,0.911587302
PLCG2,CD19,0.857142857,0.534920635
PLCG2,FCGR2B,0.819047619,0.820952381
